Id	EssaySet	Score1	Score2	EssayText
194	1	1	1	after reading the groups procedure i found more additional pieces of inform otis so that i can duplicate the experiments . i need to know the independent variable dependent variable and how much vinegar to pour into each separate containers .
195	1	3	3	after reading that group s procedure one additional piece of information you would need to replicate that experiment is what the four different samples were . another thing you would need to know is how much vinegar you should put in with each sample . the last piece of additional information you would need is how big each of the samples should be .
196	1	3	3	the additional information i would need in order to replicate this experiment are the mass of the containers because if you placed the substance in with the sample in order to find the mass of only the sample you need to subtract the mass of the container . also it is necessary to know how much vinegar to mix in with the sample . i also need to know what type of environment to put the samples when i am waiting hours . lastly i need to know what type of container to put the samples in because it may have an affect on how the samples react .
197	1	2	2	in order to replicate the experiment the person performing it should do a few things differently . first they should state what materials they are using second they should have a set measurement of how much vinegar to pour into each container and third they should state that you must find the difference of the starting and ending masses .
198	1	1	1	need to know how much vinegar to put in each container how you are going to get the mass of the sample and how they are going to calculate the difference should be included in the students procedure .
199	1	3	3	to replicate the experiment you would need to know the kind of word used . you should also need to know how long you would have to rinse the samples in the distilled water . the size of the container would be essential as well so you would know how much vinegar should be used .
200	1	0	0	additional information that you would need in order to replicate the experiment would be for the group to explain how to determine the mass of the materials to find out what the starting mass was to explain more specifically how to place the materials in separate containers for less confusion and to explain how you find the ending mass and the difference in mass .
201	1	0	0	you would need more marble limestone wood and plastic .
202	1	1	1	you would need the amount of vinegar the samples sat in . the amount of water they where rinsed in and the amount of each sample .
203	1	0	0	i don t know what replicate means so i don t know how to answer this question
204	1	3	3	first it doesn t tell the amount of vinegar to pour into the four containers . next it doesn t say how to allow the samples to sit and dry for minutes maybe they need a cover for it but we don t know from this information . in addition there is an information about how they determined the mass .
205	1	2	2	in the group s procedure three things need to do is tell how much vinegar should be poured in the containers how much of a sample should be added and what conditions the containers were placed in for the hours .
206	1	3	3	. what kind of sample of material are you using . . how much vinegar should we put in the containers . . they should be more clear about how to rinse each sample .
207	1	2	2	i need to know how much vinegar . i need to pour on each of pour separate but identical containers . i need to know what the four different samples are .
208	1	0	0	in order to replicate experiment acid rain you will need get four separate but identical containers the materials marble limestone wood and plastic . after you have these materials you need to weigh them before you put each of them in their own container after you have these materials you need to weigh them before you put each of them in their own container . after hours rinse the solutions off and weigh the mass again .
209	1	3	3	in order to replicate this experiment i would need to know how much vinegar to place in each container . also i would need to know of each sample was are solid piece or n small or pieces . the great would need to identify
210	1	1	1	they would have to add put each four different sample in four separate but identical containers in which you poured the vinegar . butter have to tell you the amount of vinegar to pour in all four identical containers .
211	1	3	3	the procedure is missing a few initial details about the experiment . there should be a control of how much vinegar is placed into each cup and the percentage of the vinegar should also be same to each cup . the group should explain more on how the samples will be washed since if they washed them in a per a sink pieces could chip off decreasing the mass . the group also needs to be more specific on the containers being used whether they have atop and if they all are the same color and size .
212	1	0	0	tools .
213	1	2	2	a desirable additional piece of information would be a control group for the experiment . the it would also be helpful to determine why this experiment was being performed as well as knowing if the samples were covered or not and how much vinegar to use .
214	1	2	2	in order to replicate this experiment you would have to know what the four samples are . the experiment does tell you and it would be impossible to do it without . the experiment should have told us that vinegar was a substitute for acid rain . that may confuse a person who wanted to do this lab . also the lab should have said what type of container whether it is a beaker test tube or a different type of container .
215	1	2	2	to replicate this experiment i would need to know how much vinegar to pour into the containers to insure each sample has to same amount to react to . i would need to also know which type of container to use .
216	1	2	2	one piece of information needed is write samples you will be working with in the procedure . they repeat over and over about different samples but never once tell you what they were . the second piece of information needed is letting the people who are doing the experiment know that they must make a table and record the starting mass ending mass and then the difference between the two for each sample . finally the rd thing they should make known is how much of each sample is needed and how much vinegar you need to add and what unit of measure is being used .
217	1	1	1	the additional information that i would need in order to replicate this experiment is where do i leave the containers after i finish putting all the samples into different containers .
218	1	1	1	additional information that would be needed for the procedure would be how someone find the mass of the samples and using what to find the mass what are the samples marble limestone wood and plastic and how to find the different in mass .
219	1	2	2	in order to replicate this experiment i would need to know how much vinegar to put in each of the containers how long to rinse each sample and with how much distilled water . i think you would need to know these things because all three could affect the ending mass therefore ruining the experiment . also i would want to have a control group in my experiment to see if it was really the vinegar affecting the mass . so i would our water in different containers and do the same thing .
220	1	0	1	the group would need to put in the materials more information on what to do and add the measurement into be a good procedure .
221	1	2	2	the additional information i would need to replicate the experiment is how many ml of vinegar are poured to each four separate containers not only that but what is the material that is supposed to be sampled and what are the four different samples these are information s i need to replicate the procedure .
222	1	2	2	the first thing is why the students are doing this experiment . then the second piece of information is the amount of vinegar put in each container . the student also should of told how much distilled water was used to rinse each sample . finally their should be a conclusion and a list of materials .
223	1	1	1	first they should of put the amount of vinegar being used . they don t say to record there data .
224	1	2	2	additional information that would be needed in order to replicate the experiment would be the following p . explain what the four different samples would be . p . explain how much of vinegar should exactly be poured into the four identical cup . p . another thing is for them to how much distilled water should be used when rinsing the samples . p . indicate is a different amount of liquid with different mass of samples .
225	1	0	0	i
226	1	1	1	in order to repeat this experiment i would need to get the sample materials that they used . in this experiment they used marble limestone wood plastic . the second step is to find the mass of the four samples . then follow the procedure that they give you to do the experiment . that how i would do this experiment over .
227	1	1	1	we would need to know what the investigation was need to know what kind of sample their talking about . what they used to determine the mass . all of this information will help the reader help understand the investigation better .
228	1	3	2	you would need to know the amount of vinegar poured into the containers what order to put samples in take them out allay once and how long to rinse for .
229	1	2	2	you would need to know how much vinegar was used how much distilled water was used and what kind of containers were used .
230	1	0	0	the students still need to make a hypothesis a graph and find the difference in mass .
231	1	2	2	one piece of information i would need to know in order to replicate the group s procedure is how much of each sample did they put into each vinegar filled container . i would also need to know how much vinegar was used in each sample container . i would also need to know how much distilled water to use when cleaning the samples . if i used different amounts of water when washing the samples one may not be as thoroughly washed as another which could mess up the results .
232	1	2	2	some additional information we would need in order to replicate the experiment is how much vinegar do we pour into the containers how do we determine the mass of the four samples and how long do we rinse the samples with distilled water .
233	1	0	0	you need limestone and marble .
234	1	1	1	the information i would need in order to replicate the experiment is after you allow the samples to stand dry for minutes does it have to dry in a cool area what type of area it has to dry in and after it sits for min what happens after you determine the mass
235	1	0	0	in order to rest this experiment they could have multiple trial . and also kept the lab going for hours in place as they also need ti have a tv and do content . they also could or tabled their data up and made a graph to show increase or decrease
236	1	3	3	in order to replicate this experiment i need to know the materials what kind of sample material and why are they doing the experiment . how much vinegar rinse or how long
237	1	0	0	determine the ending mass determine the difference in mass . also the mass or everything marble limestone wood and plastic . you would need to add up all three masses starting ending and the difference in mass then you will get the answer to all of them .
238	1	1	2	the steps that this procedure is missing would be to list gather all materials because you need to know what you are working with nd say how much vinegar to pour into the containers the other part that this procedure is missing is how much distilled water do you rinse each sample with . if you don t have this information it would make the experiment very off with validity s . the containers wouldn t be the same .
239	1	3	3	the group needs to add into their procedure the specified substances made limestone wood plastic instead of just saying different samples . they also say determine the mass of that substances but they need to specifically say how to determine the mass scale . they need to say how much vinegar rate into the containers and say what kind of containers should be used . lastly at the end they again need to specify what to weigh the samples with and how .
240	1	2	2	you would need to know how lag of a container to use for the samples . also you would need to know exactly what volume the vinegar is to keep no results accurate . finally you would need to know how to measure the mass of the samples what instrument to use .
241	1	3	3	to replicate the experiment you would need to know the amount of vinegar in step . in step a person would need to know the temperature the samples are waiting hours in . in step the procedure states a sample of one material unless the materials were given to the experimenter bit ready the procedure the actual names of each of the materials should be given . temperature for step would also be good additional info as well .
242	1	2	2	i would need to know exactly how much vinegar to place in each container . what four types of materials we need for the experiment to know that we need to find the difference between the masses of the materials before and after the experiment in order replicate the experiment .
243	1	2	2	in order to replicate this experiment you will need amount of vinegar used the size of the container and and the amount of time used for each step of the experiment . these are three important things or info that they need in order to replicate the experiment .
244	1	2	2	some additional information the students come of included could be what type of materials were they putting in . another piece of information is how much vinegar was put into each container . another piece of information when to or how much was the samples weighed and how you weigh it .
245	1	3	3	in order to replicate this experiment i would have to know a few more things . one thing i need to know is the temperature at which they did the experiment . i would also need to know how much vinegar was used in the containers . lastly i would need to know the appropriate time for rinsing the samples .
246	1	0	0	the additional information that i would need to replicate this experiment is the marble sample the limestone sample and the wood sample and the plastic sample . i would follow the procedure step by step .
247	1	1	1	additional information you would need in order to replicate this experiment is a little to show what the students are experimenting . including writing down the data in the experiment . make step to separate steps . also how to find the difference in mass from the starting mass to the ending mass . another thing to make the experiment better is ti tell how much vinegar to pour into each containers .
248	1	1	1	first you would need a control . the absence of what is effecting the dependant . in this case the dependant variable is the mass of the material and the vinegar is effecting it so the control would be the material subjected to water instead of vinegar . this group had don t write down the amount of vinegar . its very important that this amount is held constant throughout the experiment . they should also mention the mass of each material because each of them have to have the same mass in order for the results to be accurate and reliable .
249	1	2	2	there is additional information needed in the procedure to replicate this experiment . i need to know what the four starting samples are . also this procedure needs to include weigh the samples . i need to exact amount of vinegar put into each sample . lastly at the end you need to weigh the samples out again to measure the difference in weight .
250	1	1	1	three additional peace of information you need is what type of vinegar and at what ph . also the lb of the samples .
251	1	0	1	you would need to put the objects needed to sample this experiment . also you need a hypothesis and a conclusion .
252	1	3	3	they need to state how much vinegar to pour in each container what kind of samples to use and how much testing needs to be done after hours .
253	1	1	1	what additional information that may be needed in order to replicate the experiment is the amount of vinegar before the experiment also the amount of vinegar after taking each sample out of the cup . however including information about time wouldn t hart the icon t either .
254	1	3	3	. firstly the group could provide more information about the materials such is what they are how big they are what category the material needs to be in order to conduct this experiment p . the group does not explain how much vinegar should be poorer into the container how much is needed p . the group does not tell what should be used to take out the sample from the container . even though this is just vinegar their procedure does not follow the safety rules of the lab . goggle inclusion would also be rise .
255	1	2	2	the procedure should include what samples they are testing . they need to include the amount of vinegar in each up in metric format . the way of massing the sample should be clearer and should also explain that each sample should be massed separately .
256	1	3	3	additional information that you will need in order to replicate the experiment was how much vinegar was put into container . how long do you rinse the samples do the samples stay outside or inside day or night
257	1	2	2	to replicate the experiment you would need to know the following information what are four samples you would need to know that so the experiment will be the same . they should also include the amount of vinegar that you need . the last thing they should include is are you pouring it on the sample or just in the container
258	1	2	2	in order to replicate the experiment i will need to know how much vinegar goes into the containers . also i would need to know what kind of samples they are using for this experiment . and finally i need to know if it is weighed in grams pounds or any other measurement .
259	1	1	1	in order to replicate this experiment you would need to know how much vinegar to pour in the four separate containers . you would also need to make sure you put the same amount of vinegar in each container . the last thing you would need to know is how much sample to put in the containers and make sure its the same type of sample you used at any time .
260	1	2	2	the additional information that would be needed in order to replicate the experiment the number of trials they did in order to do the experiment the amount of vinegar to put in the containers the different samples they used needs to be stated in procedures and the amount of the sample placed in the container .
261	1	0	0	you would need to add observations you would also need to add the time on the table .
262	1	0	0	the additional information that is needed to replicate this experiment would be how long the test samples would stay inside of the containers . you would also need to know what substance is also mixed in with the vinegar . you will also need to have containers and they have to be labeled by which substance is inside of the container .
263	1	0	0	in order to replicate this experiment you would need to know the mass of it with the distilled water .
264	1	0	0	in order to replicate the experiment the group will have to start over again by determining the masses of the marble limestone wood and the plastic . pour the vinegar into their containers . place the materials into the containers and wait hours . may be the mass will be different may be it will be the same .
265	1	3	3	there is some additional information i would need in order to replicate the experiment first i would need to know what the four different samples are . second i would need to know how much vinegar i should pour into the containers . third i would need to know what type of container i should use . last i would need to know where to keep the containers during the hours . these are the things i would need to know to replicate the experiment .
266	1	1	1	the other information i would need to replicate this experiment is what do we use for the samples how much each samples do we use and how do we determine the mass of each sample
267	1	1	1	after reading this group s procedure i found that they left out the amount of vinegar that was added to each cup . this information is vital because if this experiment were to be replicated the results would vary among other replications from the original test the data obtained from a replication of this experiment it would be false and the procedure could t be replicated . therefore it is clear that the amount of vinegar poured in each cup is vital information to this experiment .
268	1	1	0	the first thing that i would need in order to replicate the acid rain experiment is my different samples . the next thing i will need is the vinegar to pour on our samples the last thing i need is a place al to measure the start mass g and the ending mass g to find out the difference in mass g .
269	1	0	0	i guess follow the steps to make the experiment is right like allow to dry in min . let it be separate with the vinegar the little containers . go over to make sure nothing goes wrong .
270	1	3	3	the students need to include what the samples were . you can t do an experiment if you don t know what you re testing on . the students should also include the temp . that the containers were stored at for hours . lastly they should include how much vinegar was poured into each container . they could ve put the same amount or different amount . they could ve put little or a lot .
271	1	2	0	the addition information that i would need is how many steps we will need to do to get data . what is the best container to put the sample in and does it have to be the same kind of container . i would also need how much many times you need to rinse the sample .
272	1	1	3	in order to replicate this groups experiment we would need to know the ph of the vinegar how much vinegar was used for each samples and specifics such as the type of material used ie . balsa wood compared with pine or type or type of plastic .
273	1	1	2	to replicate this experiment you would need to have a list of materials so you would know which samples to use you need to know how large the samples are and you need to know why you are doing the experiment .
274	1	1	1	if trying to replicate this experiment you would need more information . you need to know how much vinegar to poor into the containers . you will also need to know what to label your container . how do you determine the mass of the samples when trying an experiment you need to make sure that you have all of the correct information before starting your project .
275	1	1	1	in order to replicate this experiment you would need to know the materials your using . this procedure does not state the materials needed so you have no idea what to put in the containers full of vinegar .
276	1	1	1	the students did not make it clear as to what materials they used as samples . they also didn t specify how much of each sample . they also did not indicate why the mass was lost or where it went .
277	1	2	2	some additional information that s needed in order to replicate this experiment are the names kinds of each sample the measurements of each sample poured into the containers and the amount of vinegar poured into each container as well .
278	1	1	1	some information that is missing that they don t say what size of containers and they don t say what to do with data .
279	1	1	1	in order to replicate the procedure of the experiment you would also need to know how much vinegar they used and if it is the same for all of them . you would also need to do another trial as the extra information would validate the experiment more .
280	1	1	1	to replicate the experiment i would need to know how much vinegar is being poured in . i would also need to know if the mass should be the same for all student samples . lastly how much of the sample should be getting added to the container weather or not all of it or half of it should be added .
281	1	3	3	to tell the amount vinegar you pour into the container the size of the container ho long you rinse the sample off with distilled water . how many times you repeat each sample to get down to a writer mass .
282	1	1	1	this procedure should state the materials that they are using to gather the materials . first it has to say to put on their eye protection . it also needs to state how one would go about determining the mass of the four samples . lastly there needs to be a step on how to find the difference in the masses and to remind the reader to record their results .
283	1	0	0	say what you are trying figure out in the first place . p it s not enough into figure out what is going on . p we need to know more clearly how to do each step .
284	1	1	0	first i would add that the students might want to add a list of materials that they need . a hypothesis and write a question to what there trying to figure out .
285	1	1	1	in order to repeat the students procedure they need to tell how much of each sample is to be placed into each cup . they also should state how long the samples are to be rinsed . if there are different amounts in each cup the experiment will not be valid .
286	1	2	2	they did not tell us what to measure with they also did not tell us how much vinegar to put in or how big of containers .
287	1	2	1	in order to replicate this experiment i would also need materials i would use . i would need the amount of vinegar in the container and i would also need time limit to do the test .
288	1	0	0	some information i would need to know is how would the water be if
289	1	2	2	to replicate this experiment i would need to know more information . i would need to know the hypothesis on what is going to happen . also i don t know how much vinegar to pore in each cup . this procedure also should specify what materials to use line what brand of cups or size .
290	1	1	1	the additional information you would need in order to replicate the experiment is the amount of vinegar they pour into the four separate containers . they also forgot to say the amount of water they needed to rinse each sample .
291	1	3	3	first they should list the samples they used . marble limestone wood and plastic in their procedure . they should also mention how much vinegar to pour on each sample to have the same effect . they should have also said to put their containers in same sort of cabinet as a refrigerator or something . not just leaving it out of their processes .
292	1	0	0	in order to complete the experiment you would need to know each temp . by hour bic it s recorded after a war period . you would also need to know the mass before it was left to any for minutes .
293	1	1	1	to add to the experiment design the group should keep the amount of vinegar and containers as controlled variables . following this you will
294	1	1	1	additions information that would be good to now is why are the students performing this xpirement why arent there cups a for measures for distilled water amounts or vinegar amounts you should also know why the starting mass for the materials all arent the same .
295	1	1	1	to replicate this experiment i would need to know how much vinegar the group poured in each container without knowing the amount of vinegar i would get different results .
296	1	0	0	you will need more mass and you have to dry it for minutes . after hours remove the samples from the containers and note each sample with distilled water . you will probably need more of a little bit of everything .
297	1	1	1	the additional information you would need in order to replicate the experiment are what to use to determine the mass which would be a triple beam balance . you would also need to know the amount of the sample that would be needed to more in step . you would also need to know what the samples you are testing are . those samples would be marble limestone wood and plastic .
298	1	2	2	in order to replicate the group s experiment i would need the following information what the samples are how much vinegar to put into each containers and how much of each sample .
299	1	1	1	the information that is needed to replicate this experiment would be that firstly they need a hypothesis . secondly they need to list all objects they used lastly they need to state weather their hypothesis was wasn t correct .
300	1	1	1	the group of students should add a control to see the different between the samples and the control . in the experiment procedure also doesn t put the different samples of four like marble limestone wood plastic the purpose of this experiment should be a group of student what is the different samples of the mass of flour after let them dry for a certain time .
301	1	2	2	to replicate the experiment you would need to know the size of the containers the amount of each material to start with and the amount of vinegar used .
302	1	3	3	i would need the amount of vinegar to put in each container . how long to rinse it in water materials . and what kind of container ca social use .
303	1	3	2	in order to replicate this experiment you must also know how much vinegar goes in each container how the mass is being determined and where the containers should be put for the hours what type of climate .
304	1	1	1	to duplicate this experiment you would also need to know the brands of all the products on its accurate the environment the experiment was in and what kind of scale was used so that the replicate experiment is identical making it move accurate .
305	1	2	2	the additional information that i need in order to replicate the experiment is the names of the specific different samples . i also need to know how much vinegar is needed . furthermore i need to know the amount of each sample needed . finally this procedure does not explain how to determine the mass of each sample .
306	1	0	0	to replicate this experiment additional information you would need is a time chart to keep track of time .
307	1	2	2	their are three things wrong with this procedure . one is they did not table the four identical containers the second is they need to tell how much vinegar is needed . the third mistake is how long do we rinse with distilled water .
308	1	1	1	to replicate the experiment i would need to know what to do to the control . also i would need to know how much vinegar needed to give into each separate containers . lastly i would have all of the samples be the same weight because their experiment does not have and of those listed .
309	1	2	3	one piece of information that would be helpful to know is how much vinegar do we put in the container . another piece of info is at what temperature do we let it sit . and lastly it would be useful to know whether it should be in the light or the dark .
310	1	0	0	you will need to place the sample in one container and repeat with the remaining samples in a single container . after the hours is over remove samples and rinse . have the samples sit and dry for min .
311	1	2	2	additional information you would need in order to replicate this experiment is tell us the four different samples how much vinegar is needed to be poured into the for different containers and what should they be labeled .
312	1	1	2	you would need the information to know how much vinegar to pour into the container the information to know which sample had the greatest difference in mass and the information to which material to use in step .
313	1	3	3	three pieces of procedure would need to be further explained in order to replicate the experiment . first is how much vinegar should be allowed to each individual cup as different amounts of the substance may have different effects on the samples . the next bit of info would be the size and shape of all samples though the mass is given the surface area of each material is not . third is the conditions that the cups must be put in during the hour wait period . should they be covered or placed in a concentrated environment factors like this can have a large effect on the experiment .
314	1	1	1	this experiment is not right because they would need to tell how much vinegar they put in each cup and it will have to all be the same .
315	1	0	0	the information the students left out was the control . the control of the experiment was the actions of the vinegar in the water that affected the samples .
316	1	1	1	additional information that would be needed to replicate this experiment is how much vinegar to use and how much of each material to put into the vinegar . also the experiment doesn t say how to remove the materials from the vinegar .
317	1	0	0	after reading this procedure i think it would need task needed . tell what it is you are doing and what solution and a hypothesis .
318	1	1	0	the first thing they should have done would be to change the first thing i . e the procedure to gather materials . this lets people know what materials your using . also this procedure wasn t worded clearly . like pour vinegar into separate but identical containers . that makes no sense and is hard to understand . they also never tell you how they got the mass of the samples .
319	1	2	2	the additional information you would need to replicate the experiment is to mention what the four different samples are tell how much vinegar was used in each container and how many remaining samples are going to be used .
320	1	1	0	they didn t include the temperature of the containers . they didn t have trials of testing .
321	1	2	2	you would need to know how big the measure were do the samples sit to dry .
322	1	3	3	the group should be more specific including the names of the samples add rain sample etc . . they should specify what kind of container to pour the vinegar into in step . in step they should say where to put the samples after they have been removed from the container .
323	1	2	2	in order to replicate the experiment i would need to know how much vinegar to pour into the containers because if one sample had more vinegar in its container it might lose more mass . also i need to know what should i do with the containers once i ve labeled them . the experiment s results might change if we are supposed to cap the containers or heat them you don t know what to do . lastly how much water should i rinse the samples with if different amounts are used the weight could differ .
324	1	2	2	if i a just looking at the people and i was to repeat this experiment i would need to know what the four different samples were does the distilled water need to be a after temperature and how much vinegar do i add to the samples .
325	1	3	3	to replicate this experiment the reader needs to know what kinds of samples to use how much vinegar to use and what kinds of containers to use . the procedure is very vague . a scientist would need much more specific information in order to perform the experiment . therefore the students should specify the marble limestone wood plastic . they should also specify the amount of vinegar needed as well as the type of container that should be used .
326	1	1	1	in order to replicate this experiment the mass of different samples should be held constant there should be a control group . the experiment should include how many times the containers were rinsed and if it was rinsed with cold hot or warm water it should also include where the samples were kept and the temperature they were kept at . also what was the group investigating in should be included .
327	1	3	3	how much vinegar you pour into the cups . what kind of vinegar you use . what kind of containers you should use .
328	1	2	2	to make this procedure repeatable we would first need to know the four samples we would be working with . otherwise we couldn t even start the experiment . we would also need to know how much vinegar in ml to pour in the cups .
329	1	2	2	to replicate the experiment i would need additional information . for example how much vinegar should be poured into each container i would also want to know the size of each sample and make sure the surface area of each is as close to equal as possible . lastly i would want to know how much distilled water to rinse each sample with . with this information i am certainly capable of repeating the experiment .
330	1	2	2	after reading the groups procedure i was left wondering what are the four different samples they are pouring . all they tell us is vinegar . also what is the size of the containers how much of each sample is being poured into the container the group would need to tell us these facts so we can follow their steps to do the same experiment .
331	1	0	0	i think from reading the procedure they should ve added information describing the look before and after see if there were any physical changes . if something was to change then the group should ve got it down so we know the features of the items .
332	1	2	2	after reading the groups procedure to replicate this experiment i would need to know the exact amount of vinegar to pour into each sample so the results are accurate . they would also need to include the four samples names marble limestone wood and plastic . so i know what everything what everything is so i can create a data table . they would also need to include in the procedure that when massing the substances i would first need to zero the containers on the scale and then bar the sample in .
333	1	0	0	more information is needed more steps because its not enough to drew a conclusion . not many materials are listed .
334	1	0	0	pieces of information i would include to replicate the procedure would be to pour less vinegar in each container let samples sit and dry for min and leave samples for hours . i choose that to see if anything different would happen to the mass then what happened to it the first time they tried this experiment .
335	1	1	1	i would still want to know what they were doing this experiment how large were the samples and what was used to measure the work samples .
336	1	1	1	in order to create do able experiment you would need to add a material list describing the items needed and how much of each . also independent and dependent variables and a hypothesis to back up your research .
337	1	3	3	you would need to know how much vinegar should be poured into each of the four containers you should also know what the acidity of the vinegar is so that you wouldn t use a stronger or weaker ph level . you would also need to know if you need to incubate the containers so that their environments remain constant .
338	1	0	0	the additional information you need to replace the experiment . you need limestone wood and plastic marbles . you test all of them in different containers . it will give you the mass of the experiment . that is what it need to replace the experiment .
339	1	0	0	how much of the material did they put into each container . was there a controlled part of this experiment . did they conduct a graph for this experiment .
340	1	1	1	i would say one piece of information they forgot was the amount of vinegar they put in each procedure .
341	1	3	3	in the procedure it would be best if they said the amount of vinegar to pour onto the samples and which samples do you use in the sample . finally additional information that should be added would be telling where to keep these samples where it s cold room or hot temperature .
342	1	3	3	how much vinegar would you pour in each cup . what temperature would the samples be in would it be the same or would it be different how would also need to know if they used the same size cup . these things are all very important information that wasn t included .
343	1	3	2	the additional information that you would need in order to replicate the experiment would be what kind of containers do they want us to use you would need a sample of each of the substances . as well as knowing what type of each substance you need . last you would need the vinegar to pour into each of the containers which changes the mass of each sample .
344	1	3	3	some additional information that i would need to replicate this experiment would would be amount of vinegar size of the containers and the temperature .
345	1	2	2	in order to replicate this experiment the amount of vinegar used in each separate container must be known . also the type of container is not specified nor is the number of pieces of the samples that should be tested stated . all of these need to be known in order to replicate the experiment .
346	1	1	1	in order to replicate this experiment more information is needed . for example there has to be clear statement of problem . this procedure doesn t explain why they were finding out the mass of four different samples . also there has to be information on how much vinegar they put in each container that way we can replicate the experiment .
347	1	1	1	the additional information it would need would be the
348	1	0	0	to replicate this experiment you would need to add what scale weight rocks with . you will need a more detailed procedure with a lot of steps so what you can know what you have to do .
349	1	2	2	some information that could be added could be temperature of the vinegar or water you could also add how much vinegar you add another thing to add would be a list of possible samples .
350	1	1	0	something that the group would need to do in order to make the procedure better is make sure one step is always gather materials . this insures that who ever has to do the experiment gets everything before they start . second make the sets easier to understand step is very hard to interpret . lastly make sure you clean up them at the end .
351	1	2	3	first i would need to know what they used to determine the mass . it would also be helpful if they put the different kinds of materials they used in the actual experiment procedure . in case there was no data table present . they could also more specific as to what exactly they kept the samples in and where they put them . so i would no not to keep them in direct light for shade for that matter . i would also need to no how much of each material to use .
352	1	0	0	i believe that in order to replicate we would need the design of the experiment and when we
353	1	0	0	to replicate their experiment i would need to have take their their procedure and use them . i would also need their samples from their procedure and then be capable to copy their experiment . all these need are the true basic s .
354	1	1	1	to replicate the experiment there would need to be a control group which is what didn t receive the treatment and in this case didn t receive the vinegar needs to be more clear . it says pour vinegar into a container but it s not specific as to how much vinegar . also how much of the sample that will be used isn t stated .
355	1	2	2	in order to replicate this experiment you would need to know how much vinegar you should distribute into the container how long you should run theater on it for rinsing how much of the each material you need .
356	1	2	2	to replicate the experiment you would need to know what the material samples were marble limestone acid and plastic . you would also need to know the amount of vinegar that was placed in the cup and you would need to know what you are weighing the mass in which is grams . if these three were added to the procedure then you could replicate the experiment .
357	1	1	1	to replicate the experiment i would need to know how much vinegar to put in each cup and how much of each sample .
358	1	0	0	to me i think that this experiment will need to tell what you have to repeat in the bottle and give more examples about what they are doing to make this experiment working .
359	1	3	3	i would also have to know how much vinegar to put in the cups as for as ml . where do i put the cups in the sun or ref rid after where do i let the samples dry in the open or the outside .
360	1	1	1	after reading the group s procedure it states that you first need to determine the mass of the four different samples then pour vinegar in a container and after hours remove the samples from the containers and rinse each with distilled water . in order to replicate this experiment i would have to know how much vinegar should be added to each container with the samples .
361	1	2	2	to replicate the experiment you would need to know how much vinegar was put in each container how much distilled water each sample was washed with and the size of the containers .
362	1	3	3	after reading the group procedure the additional information i would need to replicate the experiment is what material are are the different samples make of it is not listed in the procedure how much vinegar should i pour in each container more or less could affect how much mass has ended what shape the sample were in in shape with there surface we would have more contact with the vinegar ending it right and the mass of the starting material if it was to replicate to experiment or repeat the exactly i would need know how much of each sample was used .
